,PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8,PC9,PC10,PC11,PC12,PC13,PC14,PC15,PC16,PC17,PC18,PC19,PC20,PC21,PC22,PC23,PC24,PC25
Slovakian,0.130441,0.128769,0.062677,0.051486,0.041238,0.020024,0.006768,0.0078,-0.001841,-0.011554,-0.001916,-0.003747,0.009871,0.010432,-0.009148,0.009281,0.012934,0.000253,0.00543,0.002351,-0.003718,-0.002077,0.004338,0.001928,-0.001892
Slovenian,0.128848,0.135269,0.056191,0.033851,0.03496,0.012662,0.006533,0.006969,0.003109,-0.004483,-0.003183,-0.002248,0.00223,0.015194,-0.008632,-0.002201,0.000209,0.001368,0.007818,-0.001151,-0.004018,-0.002795,0.001405,-0.001976,0.002179
Solyanka_MLBA,0.126344,0.123895,0.055437,0.088825,0.011387,0.027889,0.011516,0.006231,-0.011658,-0.028976,-0.000487,0.004496,-0.010406,-0.029589,0.011943,0.005701,-0.01369,0.009248,-0.003897,0.005002,-0.002745,0.008037,-0.008627,0.01217,-0.003353
Somali,-0.306618,0.092849,-0.026542,-0.06923,0.000733,-0.033374,-0.018342,0.005231,0.114543,-0.079559,-0.007949,-0.006252,0.004085,-0.001402,0.024378,-0.018253,0.015627,-0.001273,0.01063,-0.0029,0.000636,0.005452,-0.002976,-0.000993,-0.001266
South_Africa_1300BP,-0.504236,0.073118,0.004525,0.002584,0,-0.018686,0.162862,-0.128764,0.048677,-0.022597,-0.005196,-0.043012,-0.02111,0.003716,0.02348,-0.023866,0.025946,0.185852,-0.056816,-0.002751,-0.018093,-0.003462,0.008504,0.002651,0.002994
South_Africa_2000BP,-0.639117,0.055854,0.02621,0.038114,-0.001231,-0.003347,0.270732,-0.207568,0.010124,0.016219,0.005765,-0.065267,-0.02163,0.006606,0.024837,-0.0179,0.032335,0.291067,-0.094399,0.00494,-0.036373,-0.003957,0.004745,-0.004037,-0.005748
Spain_LNCA,0.128051,0.164516,0.062791,-0.025194,0.092479,-0.019522,-0.003173,0.002077,0.068106,0.090662,-0.00138,0.014687,-0.03107,-0.016308,-0.005157,0.008884,0.012712,0.003991,-0.000817,0.003001,0.015972,-6.2e-05,-0.019781,-0.048862,0.000599
Spanish_Andalucia,0.109649,0.149621,0.034947,-0.004737,0.043393,-0.004183,-0.00094,0.000231,0.018884,0.030251,-0.003356,0.006095,-0.014222,-0.015551,0.006831,-0.004508,-0.002868,-0.000591,-0.002346,-0.004461,0.003827,-0.001113,-0.00115,-0.004137,-0.000359
Spanish_Aragon,0.119514,0.14649,0.041389,-0.000323,0.046855,-0.000139,-0.000529,0.002942,0.024901,0.036903,-0.002152,0.010303,-0.017653,-0.012833,0.012758,-0.002784,-0.004759,-0.000792,-0.002231,0.001,0.003463,9.3e-05,-0.001171,-0.001054,-0.000239
Spanish_Baleares,0.1161,0.146914,0.040603,-0.002799,0.040725,-0.002231,-0.000548,0.002462,0.019225,0.029279,-0.004547,0.007943,-0.015015,-0.012615,0.003936,0.002254,0.001999,0.001056,0.001131,-0.004377,0.000541,0.000618,0.001232,0.000321,-0.004111
Spanish_Canarias,0.081953,0.145221,0.032432,-0.015827,0.042777,-0.009901,-0.00329,0.004384,0.03027,0.030069,-0.000325,0.004721,-0.011075,-0.0139,0.016965,-0.011867,-0.009388,-0.005574,-0.009867,-0.001688,-0.000749,-0.007234,0.000246,-0.005483,0.001736
Spanish_Cantabria,0.119514,0.14759,0.044375,0.005922,0.046778,-0.00595,-0.000548,0.001923,0.023588,0.034746,-0.00563,0.008642,-0.018632,-0.016882,0.009093,0.001635,-0.00352,0.001267,-0.005405,-0.004794,0.002787,0.000742,-0.005957,-0.001767,0.000679
Spanish_Castilla_La_Mancha,0.11553,0.148013,0.040352,-0.00323,0.042085,-0.004811,-0.001704,0.001731,0.024645,0.033941,-0.002111,0.008692,-0.015275,-0.012386,0.010281,-0.001061,-0.00603,-0.00019,-0.000126,-0.000688,0.005459,0.001484,-0.001048,-0.003886,-0.001078
Spanish_Castilla_Y_Leon,0.107753,0.143867,0.040477,-0.002153,0.043803,0.001859,-0.001723,0.004615,0.028429,0.029218,-0.002328,0.007843,-0.012091,-0.012019,0.01226,-0.006541,-0.00678,-0.001731,-0.004525,-0.002293,0.000291,-0.000907,0.001315,-0.002571,-0.002754
Spanish_Cataluna,0.114582,0.146236,0.045883,0.002369,0.047188,0,-0.002037,0.002384,0.022361,0.030494,-0.001895,0.008592,-0.016006,-0.010643,0.008867,0.001591,-0.000652,-0.001647,-0.001131,-0.000959,0.006197,-0.005729,-0.003903,-0.001928,0.000958
Spanish_Extremadura,0.105096,0.14996,0.033061,-0.001184,0.040931,-0.002789,-0.003995,-0.001,0.024679,0.031223,-0.001299,0.005046,-0.010604,-0.012248,0.007555,0.002608,-0.002347,-0.003294,-0.006411,0.000417,0.002121,-0.00474,-0.001479,-0.002771,0.001437
Spanish_Galicia,0.103579,0.143528,0.039221,-0.000861,0.041136,-0.00158,-0.003447,0.003846,0.026929,0.027396,-0.001083,0.005495,-0.01001,-0.015689,0.009229,0.012154,0.00578,-0.00511,-0.003017,0.003752,-0.001081,-0.003174,-0.001725,-0.003454,0.001517
Spanish_Murcia,0.10927,0.142936,0.037901,-0.005814,0.04547,-0.002092,-0.004994,-0.003346,0.025259,0.03221,-0.00341,0.003409,-0.012376,-0.010803,0.004716,-0.001425,0.00101,0.000855,-6.3e-05,0.001,0.005022,-0.002937,-0.000678,-0.003012,0.001976
Spanish_Pais_Vasco,0.128241,0.151652,0.056317,0.008075,0.052112,0.002417,0.000235,0.002923,0.027747,0.039849,-0.0059,0.009342,-0.02106,-0.012065,0.018413,-0.002475,-0.012343,0.002872,0.002221,-0.006587,0.007736,-0.002432,-0.006532,-0.006748,0.003672
Spanish_Valencia,0.121791,0.146914,0.038843,0.000754,0.044111,-0.001023,-0.004622,0.002154,0.020316,0.034503,-0.00065,0.005495,-0.013925,-0.013808,0.007103,-0.007734,-0.01808,-0.001098,-0.002388,-0.002501,0.00653,0.001319,-0.005546,-0.002209,0.002235
Srubnaya_MLBA,0.127055,0.113866,0.05605,0.080266,0.004693,0.032874,0.003085,0.004586,-0.020325,-0.031367,-0.001685,0.001461,-0.002769,-0.015706,0.02046,0.006911,-0.013006,0.00133,-0.000361,0.00308,-0.002527,0.006152,-0.002881,0.006055,-0.000883
Srubnaya_MLBA_o,0.124067,0.030466,0.047517,0.144382,-0.063704,0.05271,-0.015041,-0.030922,-0.046631,-0.087473,0.00747,-0.002098,0.015312,-0.045415,0.022665,0.002387,-0.011083,-0.007981,-0.005154,0.011005,-0.01697,0.009027,0.011092,0.023738,0.004071
Starcevo_N,0.117807,0.180256,0.008674,-0.089148,0.063089,-0.046156,-0.009283,-0.003461,0.045507,0.084558,0.007226,0.010491,-0.023563,0.00461,-0.039766,-0.018231,0.010822,-0.000253,0.014204,-0.013882,-0.007362,0.009954,-0.003944,-0.004278,-0.005029
Sudanese,-0.577917,0.054567,0.003042,-0.004974,-0.002626,-0.001934,-0.010184,0.013753,0.073383,-0.089903,-0.018848,0.02191,-0.036977,-0.00034,0.007618,-0.015619,0.018002,-0.011368,0.019424,-0.018425,-0.000674,0.004682,-0.003336,-0.003478,0.00364
Sumbar_LBA,0.081953,0.1046,-0.117662,-0.013243,-0.089247,0.014223,0.013396,0.001154,-0.073015,-0.039181,0.000812,-0.002548,-0.009217,-0.006744,0.017915,0.03275,0.007823,0.007348,0.004651,-0.02001,0.002371,-0.010387,-0.005669,-0.013014,0.002634
Sunghir,0.042115,0.011932,0.001131,0.072675,0.03039,-0.003486,0.002703,-0.003346,0.040803,0.010296,0.010312,-0.009554,0.008065,-0.012937,0.010925,0.018065,0.015711,0.00285,-0.006599,0.028389,0.027545,0.006615,-0.013465,-0.047778,0.005269
Surui,0.056912,-0.320472,0.117069,0.10696,-0.11523,-0.018526,-0.329787,-0.395588,-0.016391,-0.020202,0.00225,-0.004475,0.000595,0.037178,-0.013863,0.001799,0.011101,-0.000109,-0.000162,0.001733,-0.003726,0.014132,-0.007659,-0.008177,-0.009802
Sweden_MN,0.133173,0.166547,0.061094,-0.026163,0.087709,-0.025379,0.002115,0.004384,0.05379,0.074535,0.00406,0.013038,-0.020664,-0.015138,-0.011808,0.010607,0.025946,0.003421,0.001634,0.01013,0.011605,0.002844,-0.017008,-0.024943,-0.004431
Sweden_N,0.124067,0.162485,0.060716,-0.026809,0.086785,-0.017012,-0.003525,0.004384,0.053381,0.069067,-0.000974,0.015886,-0.026759,-0.008395,-0.006243,0.011933,0.02034,0.002787,0.013198,-0.004502,0.006738,0.004946,-0.013557,-0.019159,-0.014609
Swedish,0.133932,0.128295,0.072066,0.05631,0.040902,0.021435,0.007062,0.009296,0.004909,-0.006595,-0.004802,0.001513,-0.004651,-0.003834,0.015,0.004016,-0.007233,0.002003,0.003484,0.004877,0.007077,0.002279,0.001127,0.010661,-0.000975
Tabasaran,0.110408,0.104261,-0.025016,0.010551,-0.03734,0.012643,0.006189,-0.006615,-0.057812,-0.036569,-0.000271,0.003047,-0.009812,-0.010459,0.017553,0.006629,0.006258,-0.001182,-0.002807,0.007379,-0.00262,-0.001195,0.003204,0.008555,-0.003992
Tagar,0.103864,0.009774,0.059821,0.071666,-0.023351,0.019104,-0.000294,-0.00199,-0.018816,-0.032301,-0.00134,-0.002323,-0.001635,-0.024204,0.020782,0.005569,-0.009567,0.00076,0.000519,0.001235,-0.019934,0.00422,0.000739,0.006537,-0.003548
Tajik,0.098457,0.0523,-0.03017,0.045382,-0.050163,0.026913,0.00094,-0.004846,-0.03344,-0.025969,-0.002761,-0.002173,0.001635,-0.020162,0.020901,0.019159,-0.002934,0.003357,-0.001383,-0.006316,-0.011043,-0.011376,0.001541,0.007411,0.005868
Tajik_Ishkashim,0.091286,0.027622,-0.04631,0.052843,-0.051394,0.025769,0.003713,-0.004108,-0.027365,-0.025367,-0.008314,-0.000839,-0.001189,-0.011698,0.012296,0.014161,-0.002269,0.001267,0.001408,-0.006128,-0.009508,-0.000272,-0.000715,0.000819,0.002922
Tajik_Rushan,0.100002,0.045119,-0.025536,0.042867,-0.0437,0.025538,0.005405,-0.00211,-0.030416,-0.029314,-0.008537,-0.000921,-0.001763,-0.012504,0.01712,0.013107,-0.004359,-0.001719,0.001239,-0.009165,-0.008628,-0.002067,0.001778,0.000723,0.000599
Tajik_Shugnan,0.09599,0.038082,-0.030672,0.044951,-0.048214,0.024589,0.001293,-0.003538,-0.027508,-0.028733,-0.004899,-0.001024,0.000917,-0.015918,0.01321,0.015248,-0.003651,0.001879,0.003017,-0.009734,-0.004492,-0.002803,0.001767,0.001627,0.004471
Tajik_Yagnobi,0.101758,0.067431,-0.029038,0.022093,-0.042839,0.018686,0.005452,-0.001292,-0.037428,-0.028684,-0.006788,-0.000689,5.9e-05,-0.012359,0.013979,0.014214,-0.006285,0.000456,-0.00098,-0.013056,-0.007836,-0.006059,0.000641,0.001783,0.005341
Taldysay_MLBA1,0.120652,0.098506,0.059962,0.089148,-0.001231,0.034861,0.00423,-0.000923,-0.018203,-0.039727,-0.000162,-0.003747,0.004014,-0.020643,0.034066,0.012596,-0.01356,-0.002914,0.001006,-0.003377,-0.001373,0.00371,-0.000493,0.001084,-0.006107
Taldysay_MLBA2,0.104717,0.051792,0.020742,0.064277,-0.037853,0.023706,0.009165,0.001615,-0.033542,-0.027335,-0.005196,0.002398,0.009514,-0.020231,0.02253,0.026651,-0.000522,0.003041,0.001885,0.006128,-0.006613,0.003957,-0.005423,0.009519,-0.007185
Tanzania_Luxmanda_3000BP,-0.303908,0.087336,-0.022627,-0.066861,0.005539,-0.035419,0.00141,-0.018692,0.111465,-0.075992,-0.006333,-0.005395,0.001635,0.001789,0.022122,-0.012198,0.020731,0.013682,0.000754,-0.004877,0.003244,-0.001978,-0.006655,0.00494,0.001078
Tanzania_Pemba_1400BP,-0.486025,0.070072,0.000377,0.008721,-0.002462,-0.01004,0.094239,-0.066459,0.051131,-0.062143,-0.011205,-0.010641,-0.039395,-0.002752,0.020494,0,0.024773,0.06005,-0.024134,-0.017008,-0.019091,0.007666,-0.028224,-0.006507,-0.01413
Tanzania_Pemba_700BP,-0.616921,0.066009,0.021119,0.011305,0.004001,0.013108,-0.00987,0.016153,-0.020248,0.002187,0.000812,0.007943,-0.014717,0.003165,-0.019272,0.005304,-0.014212,0.00266,-0.006034,0.006503,0.004118,0.003957,0.001849,0.005663,0.003233
Tanzania_Zanzibar_1400BP,-0.536107,0.044683,0.000754,0.005168,0.004308,-0.007251,0.111395,-0.095534,0.063198,-0.053395,-0.007632,-0.013938,-0.030178,-0.002064,0.020087,-0.015911,0.027772,0.079814,-0.017346,-0.006003,-0.009234,0.000247,-0.002835,-0.009519,0.002634
Tarkalani,0.08156,0.024233,-0.085763,0.054543,-0.064436,0.03564,0.003201,0.001735,-0.01718,-0.015591,-0.006165,-0.000548,0.001251,-0.00915,0.012411,0.016176,0.002698,0.000952,0.002302,-0.009703,-0.003773,-0.005394,0.001547,-0.002007,0.004406
Tatar,0.109953,0.008937,0.064224,0.04409,-0.004986,0.008785,0.007191,0.009369,-0.008263,-0.022634,0.00419,-0.00544,0.01329,-0.005725,-0.009745,-0.007266,-0.00399,-0.001799,-0.007479,-0.007041,-0.002121,0.000742,-0.006101,0.00012,0.001569
Tatar_Lipka,0.103769,-0.024711,0.046889,0.022126,-0.003077,0.004741,0.009205,0.0085,-0.01009,-0.014154,-0.008471,-0.005046,0.007384,0.009634,-0.002647,-0.007403,-0.006085,-0.000739,0.001404,0.000146,-0.00678,-0.002762,-0.001007,-0.002129,0.001756
TDLN,0.126018,0.180184,0.01794,-0.076921,0.065331,-0.040678,-0.00141,-0.002407,0.044528,0.082345,0.007238,0.011326,-0.019836,0.003283,-0.037187,-0.011308,0.013448,-0.000471,0.00835,-0.008004,-0.008004,0.005617,-0.007025,-0.007282,-0.004636
Tepe_Anau_Eneolithic,0.073226,0.079211,-0.125078,0.010982,-0.110174,0.028726,0.013161,-0.002923,-0.082014,-0.049872,-0.002869,0.003147,-0.002775,-0.011973,0.022575,0.040793,0.001825,0.001943,0.009595,-0.021969,0.006405,-0.02065,-0.006286,-0.021087,0.011656
Tepe_Hissar_ChL,0.07802,0.097398,-0.121056,-0.012832,-0.096466,0.012905,0.013566,-0.004196,-0.071007,-0.036613,-0.004946,-0.000831,-0.001108,-0.003478,0.018927,0.0287,-0.006922,0.00433,0.007279,-0.0235,0.006704,-0.014614,-0.005535,-0.022785,0.01339
Tepecik_Ciftlik_N,0.110408,0.173148,-0.014142,-0.097546,0.025082,-0.034164,0.001645,-0.006923,0.023009,0.057951,0.015265,0.01139,-0.01167,0.000619,-0.037459,0.004707,0.017276,-0.00057,0.011313,5e-04,-0.000998,0.005132,-0.008258,-0.00476,-0.007844
Thai,0.019444,-0.378285,-0.062476,-0.029851,0.096044,0.054849,-0.003192,-0.006057,-0.005471,-0.005999,0.02015,0.001723,-0.004708,0.000401,0.000441,7.7e-05,0.000435,-0.001425,-0.00308,-0.00197,0.002568,0.007357,0.003184,0.00243,0.013232
Tharu,0.022494,-0.288507,-0.079016,0.036791,-0.01231,0.035884,0.00197,0.008604,0.031838,0.027492,-0.044085,-0.004682,0.005557,0.002477,-0.012822,-0.010683,0.004023,-0.001846,-0.00516,0.007843,0.00331,0.017841,0.005405,0.000677,0.018977
Tianyuan,-0.029594,-0.262007,-0.078441,0.072029,0.032929,-0.016455,-0.005875,-0.002769,0.040905,0.022415,-0.000162,-0.006744,-0.002379,-0.004679,0.003936,0.000265,0.007171,0.003927,-0.00088,0.026012,-0.001248,0.00915,-0.007888,-0.011327,0.007664
Tisza_LN,0.123498,0.180256,0.029038,-0.069768,0.069551,-0.032909,-0.010575,0.005307,0.043564,0.07581,0.008119,0.006669,-0.016501,0.001514,-0.037052,-0.011602,0.003325,0.00038,0.009427,-0.010505,-0.003868,0.002164,-0.005669,-0.006206,-0.003054
Tiszapolgar_ECA,0.129189,0.173148,0.027153,-0.066861,0.068013,-0.040718,-0.004818,-0.000577,0.050517,0.079911,0.010149,0.014687,-0.020292,0.002546,-0.027008,-0.010143,0.014929,0.003927,0.012758,-0.004315,-0.010045,0.003153,-0.005608,-0.01199,-0.000599
Tlingit,0.092576,-0.114417,0.094343,0.062555,-0.038161,-0.000604,-0.055384,-0.066189,-0.003647,-0.026728,0.007416,-0.00547,0.014271,-0.000986,-0.02029,-0.003425,0.003129,0.003505,0.009574,0.003356,0.003515,-0.015683,0.003266,0.007893,0.01433
Tripuri,0.01911,-0.361902,-0.05234,-0.007531,0.037432,0.0347,0.001806,0.002854,0.010205,0.011164,-0.027375,-0.00366,0.004976,0.000666,-0.00885,-0.005429,0.004831,-0.002647,-0.00782,0.00751,-0.002397,0.022726,0.002277,0.003812,0.035648
Trypillia,0.132035,0.165531,0.032809,-0.027778,0.065551,-0.0251,0.00282,0.012923,0.046631,0.057222,0.005684,-0.002248,-0.016353,-0.017065,-0.018322,0.000663,0.02725,0.004054,0.010559,-0.000875,0.010731,0.004451,-0.019596,-0.027835,-0.001437
Tu,0.024066,-0.40331,0.009266,-0.04462,0.027258,0.009403,0.006177,0.003494,-0.006194,0.004217,-0.066672,-0.008221,0.009408,-0.004895,-0.006243,0.000455,0.001695,-0.001647,-0.004435,-5.4e-05,0.001462,0.012913,0.007113,0.001446,0.0136
Tubalar,0.068673,-0.213769,0.069799,0.026163,-0.056293,-0.009459,0.005033,0.006731,-0.009152,-0.014609,-0.014371,-0.001661,0.000111,-0.026768,0.005485,0.001967,-0.007617,-0.001795,0.007909,0.013569,-0.034772,0.007234,-0.00495,-0.004699,-0.002425
Tujia,0.020488,-0.452723,-0.012671,-0.065053,0.084139,0.036535,0.004136,-0.005354,-0.01313,0.000547,-0.048911,-0.006354,0.00553,-0.007734,-0.008605,0.000239,6e-04,-0.003623,-0.009151,-0.009955,0.015123,0.016792,0.021889,-0.002,0.006035
Tunisian,-0.048517,0.131384,-0.015085,-0.075138,0.019619,-0.030678,-0.022091,0.005019,0.054378,0.019795,0.00544,-0.008037,0.02674,-0.010184,0.013046,-0.007143,-0.003716,-0.012922,-0.029005,0.005174,-0.01045,-0.022829,0.018117,-0.003344,0.00021
Tunisian_Jew,0.07057,0.146236,-0.02823,-0.073737,0.003473,-0.025977,-0.007722,0.000396,0.020452,0.021243,0.0058,-0.003318,0.007157,0.000413,-0.000523,-0.002993,-0.003334,-0.001394,-0.006716,-0.002269,-0.003815,-0.008285,0.003609,0.00136,0.001933
Turk,0.07133,-0.122541,0.034192,0.017981,-0.033339,0.002975,0.003368,0.006846,-0.01268,-0.01063,-0.016672,-0.002648,-0.001487,-0.013854,0.003031,0.007558,0.004781,-0.002998,0.001006,0.003126,-0.009982,0.002349,-0.003985,-0.003334,-0.003592
Turkish_Adana,0.09656,0.093429,-0.033627,-0.03833,-0.028057,-0.014549,0.004935,-0.002846,-0.017691,-0.002612,-0.000974,0.002073,0.000867,-0.000206,-0.002782,0.000331,0.002803,0.000633,0.002409,-0.005044,-0.00208,-0.001278,-0.001725,-0.003535,0.000539
Turkish_Aydin,0.094799,0.061077,-0.012391,-0.036084,-0.019828,-0.014343,0.003458,-0.000923,-0.017005,-0.001692,-0.001531,-0.000235,-0.004502,0.004994,-0.005913,0.001477,0.002943,0.000452,0.001257,-0.001429,-0.00344,-0.002773,-0.003733,-0.000895,-0.001557
Turkish_Balikesir,0.098647,0.059747,-0.009994,-0.026702,-0.018209,-0.013712,0.006659,0.004654,-0.015612,0.003675,-0.000487,0.003772,-0.003295,0.001858,0.001312,-0.001458,-0.001282,0.001457,0.003624,-0.001959,-0.005449,0.000886,-0.001048,0.000944,-2e-04
Turkish_Istanbul,0.105059,0.096577,-0.019799,-0.02513,-0.012279,-0.00661,0.004277,-0.000346,-0.015564,0.000346,0.001023,0.003387,-0.003687,0.001101,-0.006107,-0.001551,0.004198,0.00204,0.004236,-0.000913,-0.001585,-8.7e-05,0.000924,-0.000651,0.00079
Turkish_Kayseri,0.099709,0.097592,-0.034129,-0.045866,-0.02422,-0.012188,0.003126,-0.001015,-0.023316,-0.000273,-0.000715,0.000375,-0.001249,0.003041,-0.003542,-9.3e-05,0.000756,0.000861,0.001999,-0.003452,-0.001797,0.00115,-0.002613,-0.002916,-0.000551
Turkish_Trabzon,0.10927,0.139128,-0.054004,-0.060853,-0.024251,-0.016566,0.004982,-0.00743,-0.036283,0.000437,0.003215,0.006624,-0.008682,0.005395,-0.010315,-0.008937,0.008371,0.000507,0.001006,0.001901,0.006314,-0.000618,0.001652,-0.004121,-0.000718
Turkmen,0.081193,-0.053823,-0.00836,-0.004845,-0.041238,-0.003626,0.009635,0.008269,-0.013362,-0.009507,-0.006062,-0.001823,0.00109,-0.007042,0.004117,0.007646,-0.003607,0.0019,0.000587,-0.002605,-0.007237,-0.00371,-0.004047,0.000181,0.002754
Tuvinian,0.051562,-0.341319,0.087228,-0.008269,-0.081277,-0.040132,0.018166,0.024345,0.006218,0.006014,0.001332,0.000659,-0.000505,-0.012414,8.1e-05,-0.000716,-0.005776,-0.000304,0.010722,0.014507,-0.025879,-9.9e-05,-0.002046,-0.002723,-0.001389
Udegram_IA,0.069053,0.002572,-0.107178,0.069187,-0.080548,0.041629,0.001191,0.003261,-0.019853,-0.015126,-0.004255,0.001059,-0.000684,-0.009588,0.012034,0.012667,-0.001495,-0.001427,-0.000905,-0.011247,-0.003136,-0.00535,0.004084,-0.005463,0.003441
Udmurt,0.108417,-0.019803,0.079148,0.067588,-0.03089,0.007914,0.006522,0.010384,-0.011019,-0.034397,0.022958,-0.006913,0.01442,-0.028109,-0.010467,-0.009149,-0.006813,-0.000206,-0.01125,-0.011349,0.000858,0.003617,-0.004267,0.005407,-0.001946
Ukraine_Eneolithic,0.130327,0.118563,0.086643,0.096416,0.041931,0.032421,0.005229,0.010903,0.01038,-0.025741,0.000528,-0.004121,0.009849,-0.010631,0.01442,0.012364,-0.004661,-0.002344,-0.002294,0.01138,0.011355,0.007419,-0.006871,-0.027745,-0.002096
Ukraine_Mesolithic,0.124522,0.080024,0.142627,0.187018,0.045978,0.053603,-0.001645,0.004707,0.014889,-0.05919,0.009548,-0.016755,0.028364,-0.020203,0.02595,0.031318,-0.000965,0.00109,-0.002816,0.026788,0.022435,0.011376,-0.004116,-0.044609,0.003736
Ukraine_N,0.12862,0.088166,0.145877,0.180411,0.063229,0.054308,6.4e-05,0.010195,0.020211,-0.047928,0.00251,-0.015627,0.024948,-0.014388,0.027588,0.035606,0.00179,0.000806,-0.005954,0.029764,0.03428,0.012826,-0.008952,-0.063612,0.000947
Ukraine_N_o,0.122929,0.186857,0.003394,-0.095608,0.068013,-0.046575,-0.013866,-0.003692,0.045404,0.085104,0.012017,0.032521,-0.023488,0.001789,-0.025651,-0.032352,0.005346,-0.001774,0.012696,-0.016133,-0.008111,-0.001978,-0.015036,0.012893,-0.007903
Ukrainian,0.130327,0.122709,0.067442,0.057548,0.038033,0.019429,0.009126,0.012288,-0.001193,-0.019606,-0.000744,-0.007131,0.014655,0.021985,-0.010733,-0.000785,0.003846,-0.000549,0.004054,0.000156,-0.006582,-0.001535,0.006717,-0.005623,0.00019
Ulchi,0.029688,-0.441586,0.084067,-0.034346,-0.067628,-0.044297,0.011711,0.014095,0.012306,0.017388,-0.019419,0.00301,-0.002564,0.000528,-0.009184,-0.007458,0.00138,0.009713,0.022228,0.015924,0.018239,-0.039754,-0.014143,0.007812,-0.00497
Unetice,0.128392,0.126738,0.063432,0.062533,0.034468,0.019634,0.004371,0.005123,-0.004295,-0.014725,-0.002826,0.002578,-0.01002,-0.012386,0.016666,0.004747,-0.008397,0.000405,0.002514,0.004402,0.007287,0.003487,-0.000246,0.001542,-0.001389
Unknown_MLBA,0.121791,0.11577,0.050534,0.07752,0.007386,0.026774,-0.000705,0.004846,-0.010022,-0.030251,0.003573,0.002847,-0.000595,-0.032617,0.023887,0.024794,0.005867,0.004054,-0.006788,0.008754,-0.001497,-0.001978,-0.004067,0.000482,-0.001437
USR1,0.0387,-0.305674,0.090886,0.086887,-0.082477,-0.018965,-0.129256,-0.155763,-0.01309,-0.025878,0.002436,-0.007793,0.011447,-0.008945,-0.010722,-0.001989,0.000782,0.004181,0.005531,0.014257,-0.009234,0.003091,0.009737,0.005061,0.003592
Ust_Ida_BA,0.044391,-0.353658,0.099277,0.02261,-0.106558,-0.043646,-0.007814,0.000577,0.00905,-0.007381,0.012301,-0.009179,0.008399,-0.036711,0.004682,0.00126,0.000587,-0.005036,0.010244,0.016383,-0.036311,0.013571,0.012017,-0.012924,-0.006137
Ust_Ida_LN,0.043632,-0.342911,0.093777,0.028209,-0.097864,-0.033932,-0.007285,-0.014461,0.00634,-0.005528,0.009419,0.006594,0.007532,-0.028258,0.003257,-0.003713,-0.007302,0.002154,0.005531,0.007962,-0.033025,0.009645,0.007682,-0.003936,-0.004191
Ust_Ishim,-0.050082,-0.116786,-0.089755,0.073967,0.026159,-0.018407,-0.003995,-0.004154,0.044382,0.01057,0.005846,-0.002548,0.000892,-0.003716,0.004343,-0.001724,-0.004694,0.004561,-0.005656,0.015257,0.007112,0.007419,-0.006409,-0.015183,0.008023
Uthmankhel,0.081879,0.023325,-0.083429,0.055619,-0.064697,0.036598,0.002024,0.001586,-0.0165,-0.014526,-0.004667,-0.000822,0.001151,-0.006859,0.011002,0.012083,-0.002957,0.001087,0.002911,-0.009714,-0.004717,-0.005919,0.001443,-0.001446,0.004164
Uttar_Pradesh,0.04515,-0.086997,-0.155122,0.119511,-0.068218,0.067306,-0.000705,0.014461,0.050108,0.035718,-0.005738,0.000649,0.001041,0.005734,-0.005203,-0.014806,-0.008823,0.000296,0.001006,0.002501,0.000333,0.009068,0.000781,0.005663,-0.00495
Uygur,0.069432,-0.158423,-0.000189,0.000162,-0.028928,0.008181,0.004622,0.004654,-0.013294,-0.010205,-0.024791,-0.001324,0.001487,-0.005551,0.004298,0.008464,0.003303,0.000127,-0.002828,-0.000688,-0.007279,-0.000783,-0.000514,0.00253,0.002894
Uzbek,0.074782,-0.108763,-0.004299,0.009884,-0.034622,0.008116,0.007215,0.004615,-0.015401,-0.009932,-0.017278,-0.004091,0.003048,-0.006014,0.00528,0.002957,-0.002986,-0.000532,0.001156,-0.000813,-0.007836,-0.001669,-0.003636,0.000434,0.003521
Varna,0.125205,0.168578,0.017348,-0.054587,0.053548,-0.03263,0.006345,-0.006461,0.030065,0.067245,0.005521,0.00015,-0.017839,0.00055,-0.033523,-0.009679,0.016689,0.001774,0.013701,-0.001876,-0.00861,0.007914,-0.009983,-0.010001,-0.002036
Varna_o,0.130897,0.148267,0.052797,0.034884,0.033237,0.019243,0.007285,0.01523,0.004909,-0.003098,0.003085,0.002098,0.000595,0.00867,-0.00855,-0.001989,-0.004433,0.003294,0.004525,0.008754,-0.000374,-0.005441,-0.001479,0.013255,-0.003113
Velamas,0.043253,-0.07278,-0.170961,0.107883,-0.080836,0.061542,0.001253,0.012692,0.038791,0.025027,-0.001137,0.002248,-0.001982,0.004175,-0.005248,-0.001149,0.006345,-0.001309,0.004902,-4.2e-05,0.005823,-0.000536,0.002013,0.001366,-0.001716
Vepsian,0.128336,0.074007,0.091122,0.079337,0.026543,0.022311,0.010546,0.016038,0.001994,-0.028019,0.00682,-0.011203,0.019698,0.011474,-0.008907,-0.000166,-0.001173,-0.000222,-0.001288,0.004049,0.004321,-0.001778,0.001433,-0.000497,0.004086
Vestonice16,0.045529,0.024373,0.032809,0.084303,0.040007,-0.001116,-0.004465,0.001154,0.056653,0.023144,0.007795,-0.01169,0.006392,-0.008533,0.008686,0.012066,-0.005737,0.008488,-0.010559,0.022886,0.036436,0.009027,-0.015036,-0.065672,0.000359
